event_id,time_utc,latitude,longitude,depth_km,mag_type,magnitude,place
20260501.1709001,2026-05-01T17:09:27.000Z,49.1268,-90.7496,0.0,MwN,1.32,"Blast, 75 km ENE of Atikokan, ON/Dynamitage, 75 km ENE de Atikokan, ON"
20260501.1753001,2026-05-01T17:53:42.000Z,62.174,-141.7451,5.0,ML,2.74,"50 km WSW of Beaver Creek, YT/50 km OSO de Beaver Creek, YT"
20260501.2131001,2026-05-01T21:31:36.000Z,59.5138,-135.5934,5.0,ML,2.62,"88 km SW of Carcross, YT/88 km SO de Carcross, YT"
20260501.2357001,2026-05-01T23:57:36.000Z,54.3446,-118.4266,1.0,MLy,2.73,"Suspected industry-related event, 68 km NE of Grande Cache, AB/Événement lié à l'industrie soupconné, 68 km NE de Grande Cache, AB"
20260502.0119001,2026-05-02T01:19:36.000Z,58.4714,-137.1152,1.0,ML,2.92,"158 km W of Juneau, AK/158 km O de Juneau, AK"
20260502.0321001,2026-05-02T03:21:05.000Z,47.5263,-70.2148,12.56,MwN,0.54,"15 km SSW of La Malbaie, QC/15 km SSO de La Malbaie, QC"
20260502.0830001,2026-05-02T08:30:42.000Z,45.018,-67.6936,6.13,MwN,1.4,"36 km WSW of St. Stephen, NB/36 km OSO de St. Stephen, NB"
20260502.0944001,2026-05-02T09:44:47.000Z,47.0655,-64.4983,18.0,MwN,1.97,"39 km E of Hardwicke, NB/39 km E de Hardwicke, NB"
20260502.1542001,2026-05-02T15:42:27.000Z,53.3921,-117.3236,0.0,MLy,2.42,"Blast, 16 km E of Hinton, AB/Dynamitage, 16 km E de Hinton, AB"
20260502.2307001,2026-05-02T23:07:49.000Z,45.6449,-74.3238,16.43,MwN,1.39,"1 km SE of Lachute, QC/1 km SE de Lachute, QC"
20260503.0004001,2026-05-03T00:04:55.000Z,52.5383,-122.0465,0.0,ML,2.44,"Blast, 20 km NNE of Cariboo D, BC/Dynamitage, 20 km NNE de Cariboo D, BC"
20260503.0034001,2026-05-03T00:34:40.000Z,58.4735,-137.1283,1.0,ML,2.92,"159 km W of Juneau, AK/159 km O de Juneau, AK"
20260503.0500002,2026-05-03T05:00:38.000Z,49.1416,-128.0442,10.0,Mw',2.82,"144 km W of Marktosis 15, BC/144 km O de Marktosis 15, BC"
20260503.0850001,2026-05-03T08:50:28.000Z,44.5383,-79.1502,2.0,MwN,1.47,"2 km ESE of Ramara, ON/2 km ESE de Ramara, ON"
20260503.0851001,2026-05-03T08:51:14.000Z,44.54,-79.1476,2.0,MwN,1.86,"2 km ESE of Ramara, ON/2 km ESE de Ramara, ON"
20260503.1259001,2026-05-03T12:59:52.000Z,46.429,-76.2714,22.53,MwN,1.82,"24 km WNW of Maniwaki, QC/24 km ONO de Maniwaki, QC"
20260503.1355001,2026-05-03T13:55:48.000Z,56.6923,-121.8228,5.5,MLy,3.43,"Suspected industry-related event, 24 km N of Halfway River 168, BC, felt/Événement lié à l'industrie soupconné, 24 km N de Halfway River 168, BC, ressent"
20260503.1653001,2026-05-03T16:53:01.000Z,58.8368,-134.5056,1.0,ML,3.1,"58 km N of Juneau, AK/58 km N de Juneau, AK"
20260503.2112001,2026-05-03T21:12:55.000Z,48.5358,-121.7903,0.0,ML,2.64,"Blast, 70 km SE of Abbotsford, BC/Dynamitage, 70 km SE de Abbotsford, BC"
20260504.0052001,2026-05-04T00:52:13.000Z,56.6558,-121.8101,1.0,MLy,2.11,"Suspected industry-related event, 20 km N of Halfway River 168, BC/Événement lié à l'industrie soupconné, 20 km N de Halfway River 168, BC"
20260504.0142001,2026-05-04T01:42:48.000Z,61.1121,-140.0793,5.0,ML,2.05,"64 km WSW of Burwash Landing, YT/64 km OSO de Burwash Landing, YT"
20260504.0823001,2026-05-04T08:23:38.000Z,54.6084,-118.5591,1.0,MLy,3.01,"Suspected industry-related event, 64 km SSE of Grande Prairie, AB/Événement lié à l'industrie soupconné, 64 km SSE de Grande Prairie, AB"
20260504.1047001,2026-05-04T10:47:47.000Z,60.5606,-139.8368,5.0,ML,1.9,"129 km W of Haines Junction, YT/129 km O de Haines Junction, YT"
20260504.1155001,2026-05-04T11:55:55.000Z,56.6795,-121.8306,1.0,MLy,2.65,"Suspected industry-related event, 22 km N of Halfway River 168, BC/Événement lié à l'industrie soupconné, 22 km N de Halfway River 168, BC"
20260504.1328001,2026-05-04T13:28:06.000Z,60.4283,-139.561,5.0,ML1,1.21,"118 km WSW of Haines Junction, YT/118 km OSO de Haines Junction, YT"
20260504.1457001,2026-05-04T14:57:52.000Z,60.3644,-139.5502,5.0,ML,2.15,"120 km WSW of Haines Junction, YT/120 km OSO de Haines Junction, YT"
20260504.1616001,2026-05-04T16:16:24.000Z,46.0173,-73.3963,0.0,MwN,1.32,"Blast, 4 km E of Joliette, QC/Dynamitage, 4 km E de Joliette, QC"
20260504.1852001,2026-05-04T18:52:46.000Z,49.4754,-129.0941,10.0,Mw',3.07,"180 km SW of Port Hardy, BC/180 km SO de Port Hardy, BC"
20260504.2022001,2026-05-04T20:22:37.000Z,60.3117,-139.4451,5.0,ML,1.97,"117 km WSW of Haines Junction, YT/117 km OSO de Haines Junction, YT"
20260504.2038001,2026-05-04T20:38:45.000Z,53.1889,-132.9543,16.19,ML,2.11,"58 km W of Daajing Giids, BC/58 km O de Daajing Giids, BC"
20260504.2102001,2026-05-04T21:02:34.000Z,49.727,-124.5213,0.0,ML1,1.57,"Blast, 12 km S of Powell River, BC/Dynamitage, 12 km S de Powell River, BC"
20260504.2132002,2026-05-04T21:32:01.000Z,42.0495,-83.4405,5.0,MwN,2.76,"43 km SW of Detroit, MI, felt/43 km SO de Detroit, MI, ressenti"
20260505.0034001,2026-05-05T00:34:50.000Z,60.3147,-139.443,5.0,ML,3.34,"116 km WSW of Haines Junction, YT/116 km OSO de Haines Junction, YT"
20260505.0330001,2026-05-05T03:30:30.000Z,58.4764,-137.1201,1.0,ML,2.79,"158 km W of Juneau, AK/158 km O de Juneau, AK"
20260505.0446001,2026-05-05T04:46:19.000Z,54.5792,-118.5836,1.57,MLy,3.1,"Suspected industry-related event, 67 km SSE of Grande Prairie, AB/Événement lié à l'industrie soupconné, 67 km SSE de Grande Prairie, AB"
20260505.0621001,2026-05-05T06:21:11.000Z,54.335,-118.5256,5.8,MLy,2.45,"Suspected industry-related event, 63 km NE of Grande Cache, AB/Événement lié à l'industrie soupconné, 63 km NE de Grande Cache, AB"
20260505.1325001,2026-05-05T13:25:00.000Z,47.8967,-128.8274,10.0,Mw',3.52,"257 km WSW of Tofino, BC/257 km OSO de Tofino, BC"
20260505.1445001,2026-05-05T14:45:16.000Z,54.6504,-118.6298,2.55,MLy,2.56,"Suspected industry-related event, 59 km S of Grande Prairie, AB/Événement lié à l'industrie soupconné, 59 km S de Grande Prairie, AB"
20260505.1815001,2026-05-05T18:15:40.000Z,49.757,-86.8796,1.0,MwN,1.8,"Blast, 7 km NE of Geraldton, ON/Dynamitage, 7 km NE de Geraldton, ON"
20260505.1900001,2026-05-05T19:00:41.000Z,52.4882,-132.4807,20.0,ML,1.97,"89 km SSW of Daajing Giids, BC/89 km SSO de Daajing Giids, BC"
20260505.1901001,2026-05-05T19:01:09.000Z,55.6059,-122.2389,0.0,ML,2.79,"Blast, 1 km W of Willow Creek Mine, BC/Dynamitage, 1 km O de la mine Willow Creek, BC"
20260505.2048001,2026-05-05T20:48:01.000Z,52.6226,-127.364,5.0,ML,1.79,"51 km WNW of Bella Coola 1, BC/51 km ONO de Bella Coola 1, BC"
20260506.0010001,2026-05-06T00:10:35.000Z,54.0195,-112.7908,1.0,MLy,3.42,"Suspected industry-related event, 8 km S of Waskatenau, AB/Événement lié à l'industrie soupconné, 8 km S de Waskatenau, AB"
20260506.0029001,2026-05-06T00:29:33.000Z,56.7847,-122.0234,6.53,MLy,2.95,"Suspected industry-related event, 35 km NNW of Halfway River 168, BC/Événement lié à l'industrie soupconné, 35 km NNO de Halfway River 168, BC"
20260506.0029002,2026-05-06T00:29:34.000Z,57.8545,-136.6393,1.0,ML,2.42,"140 km WSW of Juneau, AK/140 km OSO de Juneau, AK"
20260506.0057001,2026-05-06T00:57:21.000Z,45.7266,-76.2585,20.56,MwN,1.19,"22 km WNW of La Pêche, QC/22 km ONO de La Pêche, QC"
20260506.0440001,2026-05-06T04:40:20.000Z,48.8724,-128.5958,10.0,Mw',3.02,"199 km W of Tofino, BC/199 km O de Tofino, BC"
20260506.0526001,2026-05-06T05:26:22.000Z,51.4784,-130.7555,10.0,ML,2.44,"242 km WNW of Port Hardy, BC/242 km ONO de Port Hardy, BC"
20260506.0703001,2026-05-06T07:03:10.000Z,53.7487,-134.9791,10.0,ML,2.3,"188 km W of Masset, BC/188 km O de Masset, BC"
20260506.0745001,2026-05-06T07:45:01.000Z,47.411,-70.4756,9.59,MwN,0.48,"5 km SSE of Baie-Saint-Paul, QC/5 km SSE de Baie-Saint-Paul, QC"
20260506.1316001,2026-05-06T13:16:20.000Z,60.0116,-141.3229,0.36,ML,2.67,"225 km WSW of Haines Junction, YT/225 km OSO de Haines Junction, YT"
20260506.1905001,2026-05-06T19:05:02.000Z,57.9413,-136.6933,5.0,ML,2.79,"140 km WSW of Juneau, AK/140 km OSO de Juneau, AK"
20260506.2036001,2026-05-06T20:36:41.000Z,61.4064,-140.1913,1.0,ML,2.98,"64 km W of Burwash Landing, YT/64 km O de Burwash Landing, YT"
20260506.2202001,2026-05-06T22:02:29.000Z,49.1464,-89.6551,1.0,MwN,1.51,"Blast, 4 km SW of Lac des Iles Mine, ON/Dynamitage, 4 km SO de la mine Lac des Îles,Lac des Iles, ON"
20260506.2305001,2026-05-06T23:05:39.000Z,55.552,-122.2754,0.0,ML,2.71,"Blast, 5 km S of Willow Creek Mine, BC/Dynamitage, 5 km S de la mine Willow Creek, BC"
20260507.0036001,2026-05-07T00:36:18.000Z,53.2032,-133.0523,10.91,ML,3.33,"65 km W of Daajing Giids, BC/65 km O de Daajing Giids, BC"
20260507.0429001,2026-05-07T04:29:41.000Z,71.0535,-132.0063,35.0,ML,2.9,"182 km NNE of Tuktoyaktuk, NT/182 km NNE de Tuktoyaktuk, NT"
20260507.0504001,2026-05-07T05:04:35.000Z,50.0759,-124.6079,1.0,ML,2.25,"20 km N of Sliammon 1, BC/20 km N de Sliammon 1, BC"
20260507.0520001,2026-05-07T05:20:08.000Z,48.5173,-121.7654,10.18,ML,2.8,"72 km SE of Abbotsford, BC/72 km SE de Abbotsford, BC"
20260507.0701001,2026-05-07T07:01:56.000Z,55.8499,-120.2581,1.0,MLy,2.46,"Suspected industry-related event, 10 km N of Dawson Creek, BC/Événement lié à l'industrie soupconné, 10 km N de Dawson Creek, BC"
20260507.0851001,2026-05-07T08:51:20.000Z,61.106,-140.0714,5.0,ML,1.85,"64 km WSW of Burwash Landing, YT/64 km OSO de Burwash Landing, YT"
20260507.0947001,2026-05-07T09:47:56.000Z,65.4951,-135.1825,10.0,ML,2.42,"216 km S of Fort McPherson, NT/216 km S de Fort McPherson, NT"
20260507.0955001,2026-05-07T09:55:07.000Z,55.8545,-120.2422,1.0,MLy,2.34,"Suspected industry-related event, 10 km N of Dawson Creek, BC/Événement lié à l'industrie soupconné, 10 km N de Dawson Creek, BC"
20260507.1307001,2026-05-07T13:07:45.000Z,60.4677,-139.661,5.0,ML,1.98,"122 km WSW of Haines Junction, YT/122 km OSO de Haines Junction, YT"
20260507.1312001,2026-05-07T13:12:48.000Z,61.4448,-140.3438,5.0,ML,2.24,"73 km W of Burwash Landing, YT/73 km O de Burwash Landing, YT"
20260507.1431001,2026-05-07T14:31:12.000Z,49.9736,-94.7112,0.0,MwN,1.51,"Blast, 17 km NW of The Dalles 38C, ON/Dynamitage, 17 km NO de The Dalles 38C, ON"
20260507.1645001,2026-05-07T16:45:07.000Z,61.1232,-140.0827,5.0,ML,3.26,"64 km WSW of Burwash Landing, YT/64 km OSO de Burwash Landing, YT"
20260507.1718001,2026-05-07T17:18:08.000Z,60.4402,-139.6272,5.0,ML,2.6,"121 km WSW of Haines Junction, YT/121 km OSO de Haines Junction, YT"
20260507.1737001,2026-05-07T17:37:35.000Z,61.1274,-140.0447,5.0,ML,2.72,"62 km WSW of Burwash Landing, YT/62 km OSO de Burwash Landing, YT"
20260507.1945001,2026-05-07T19:45:52.000Z,47.7001,-70.1241,8.75,MwN,0.19,"6 km NNE of La Malbaie, QC/6 km NNE de La Malbaie, QC"
20260507.2359001,2026-05-07T23:59:25.000Z,60.5386,-140.0143,5.0,ML,2.9,"139 km W of Haines Junction, YT/139 km O de Haines Junction, YT"
20260508.0110001,2026-05-08T01:10:22.000Z,50.0509,-124.6424,1.0,ML,1.45,"17 km N of Sliammon 1, BC/17 km N de Sliammon 1, BC"
20260508.0858001,2026-05-08T08:58:10.000Z,48.9743,-128.3172,10.0,Mw',2.46,"177 km W of Tofino, BC/177 km O de Tofino, BC"
20260508.1519001,2026-05-08T15:19:33.000Z,60.5876,-139.9576,5.0,ML,2.91,"100 km SSW of Burwash Landing, YT/100 km SSO de Burwash Landing, YT"
20260508.1820001,2026-05-08T18:20:53.000Z,60.526,-139.9611,5.0,ML,2.37,"136 km W of Haines Junction, YT/136 km O de Haines Junction, YT"
20260508.2326001,2026-05-08T23:26:49.000Z,47.4722,-70.0604,6.81,MwN,1.68,"11 km N of La Pocatière, QC/11 km N de La Pocatière, QC"
20260509.0423001,2026-05-09T04:23:17.000Z,47.4265,-70.0568,7.33,MwN,0.11,"6 km NNW of La Pocatière, QC/6 km NNO de La Pocatière, QC"
20260509.0600001,2026-05-09T06:00:03.000Z,47.6297,-70.0473,23.33,MwN,0.44,"8 km ESE of La Malbaie, QC/8 km ESE de La Malbaie, QC"
20260509.0642001,2026-05-09T06:42:34.000Z,47.5491,-70.1525,17.87,MwN,0.73,"11 km S of La Malbaie, QC/11 km S de La Malbaie, QC"
20260509.1100001,2026-05-09T11:00:42.000Z,54.4085,-118.3979,1.51,MLy,2.42,"Suspected industry-related event, 89 km SSE of Grande Prairie, AB/Événement lié à l'industrie soupconné, 89 km SSE de Grande Prairie, AB"
20260509.1102001,2026-05-09T11:02:26.000Z,47.639,-70.1303,14.6,MwN,-0.3,"2 km SE of La Malbaie, QC/2 km SE de La Malbaie, QC"
20260509.1505004,2026-05-09T15:05:06.000Z,54.0242,-112.7223,4.1,Mw,3.89,"9 km SSE of Waskatenau, AB, felt/9 km SSE de Waskatenau, AB, ressenti"
20260509.1800001,2026-05-09T18:00:11.000Z,47.3234,-70.371,2.33,MwN,0.78,"17 km SE of Baie-Saint-Paul, QC/17 km SE de Baie-Saint-Paul, QC"
20260510.0131001,2026-05-10T01:31:33.000Z,43.9445,-77.8968,2.0,MwN,1.36,"7 km S of Colborne, ON/7 km S de Colborne, ON"
20260510.0528001,2026-05-10T05:28:08.000Z,44.3749,-77.2281,5.0,MwN,0.95,"9 km NNW of Tyendinaga, ON/9 km NNO de Tyendinaga, ON"
20260510.0722001,2026-05-10T07:22:18.000Z,58.3965,-137.6243,5.0,ML,2.43,"187 km W of Juneau, AK/187 km O de Juneau, AK"
20260510.0818001,2026-05-10T08:18:24.000Z,45.5036,-75.4712,6.09,MwN,0.48,"14 km E of Gatineau, QC/14 km E de Gatineau, QC"
20260510.0933001,2026-05-10T09:33:47.000Z,59.8299,-139.23,1.0,ML,2.58,"140 km SW of Haines Junction, YT/140 km SO de Haines Junction, YT"
20260510.1030001,2026-05-10T10:30:25.000Z,59.0672,-136.08,1.0,ML,3.29,"127 km NW of Juneau, AK/127 km NO de Juneau, AK"
20260510.1401001,2026-05-10T14:01:40.000Z,41.8025,-81.0933,5.0,MwN,2.03,"62 km NE of Cleveland, OH/62 km NE de Cleveland, OH"
20260510.1832001,2026-05-10T18:32:34.000Z,53.8499,-132.2347,18.42,ML,2.78,"19 km SSW of Masset, BC/19 km SSO de Masset, BC"
20260510.2059001,2026-05-10T20:59:41.000Z,48.9458,-128.6124,10.0,Mw',3.03,"199 km W of Tofino, BC/199 km O de Tofino, BC"
20260510.2245003,2026-05-10T22:45:17.000Z,52.9839,-132.7268,20.98,Mw,4.11,"52 km SW of Daajing Giids, BC, felt/52 km SO de Daajing Giids, BC, ressenti"
20260511.0012001,2026-05-11T00:12:35.000Z,53.0118,-132.7006,15.95,ML,2.63,"49 km WSW of Daajing Giids, BC/49 km OSO de Daajing Giids, BC"
20260511.0309001,2026-05-11T03:09:52.000Z,60.5289,-139.7206,5.0,ML,2.25,"123 km W of Haines Junction, YT/123 km O de Haines Junction, YT"
20260511.0323001,2026-05-11T03:23:16.000Z,58.4803,-137.0784,5.0,ML,2.59,"156 km W of Juneau, AK/156 km O de Juneau, AK"
20260511.0421001,2026-05-11T04:21:14.000Z,60.4283,-139.6823,5.0,ML,2.46,"124 km WSW of Haines Junction, YT/124 km OSO de Haines Junction, YT"
20260511.0449001,2026-05-11T04:49:16.000Z,48.9958,-125.4781,30.27,ML,1.81,"8 km NE of Ucluelet, BC/8 km NE de Ucluelet, BC"
20260511.0808001,2026-05-11T08:08:28.000Z,50.4658,-129.3347,10.0,Mw',2.53,"126 km W of Quatsino Subdivision 18, BC/126 km O de Quatsino Subdivision 18, BC"
20260511.0821001,2026-05-11T08:21:01.000Z,44.5308,-79.1475,2.0,MwN,0.94,"3 km SE of Ramara, ON/3 km SE de Ramara, ON"
20260511.0821002,2026-05-11T08:21:19.000Z,47.6631,-70.1365,9.01,MwN,0.63,"2 km NE of La Malbaie, QC/2 km NE de La Malbaie, QC"
20260511.0856001,2026-05-11T08:56:26.000Z,49.6963,-127.0958,30.06,ML1,1.19,"39 km SW of Tahsis, BC/39 km SO de Tahsis, BC"
20260511.1030001,2026-05-11T10:30:23.000Z,60.507,-139.9698,5.0,ML1,1.68,"137 km W of Haines Junction, YT/137 km O de Haines Junction, YT"
20260511.1038001,2026-05-11T10:38:10.000Z,48.641,-123.0882,21.88,ML1,1.14,"29 km NE of Saanich, BC/29 km NE de Saanich, BC"
20260511.1056001,2026-05-11T10:56:01.000Z,48.7179,-123.0237,54.73,ML,1.33,"46 km SSW of Surrey, BC/46 km SSO de Surrey, BC"
20260511.1118001,2026-05-11T11:18:46.000Z,48.9256,-126.0069,32.05,ML,2.22,"26 km SSW of Tofino, BC/26 km SSO de Tofino, BC"
20260511.1133001,2026-05-11T11:33:25.000Z,49.2082,-127.742,10.0,ML1,1.31,"122 km W of Marktosis 15, BC/122 km O de Marktosis 15, BC"
20260511.1358001,2026-05-11T13:58:38.000Z,61.0985,-140.0675,5.0,ML,1.94,"64 km WSW of Burwash Landing, YT/64 km OSO de Burwash Landing, YT"
20260511.1429001,2026-05-11T14:29:06.000Z,48.9167,-122.7543,20.52,ML,1.67,"22 km SSE of Surrey, BC/22 km SSE de Surrey, BC"
20260511.1558001,2026-05-11T15:58:53.000Z,45.6774,-79.9346,2.0,MwN,1.46,"19 km N of McKellar, ON/19 km N de McKellar, ON"
20260511.1613001,2026-05-11T16:13:48.000Z,45.6519,-79.9269,2.0,MwN,0.72,"16 km N of McKellar, ON/16 km N de McKellar, ON"
20260511.1624001,2026-05-11T16:24:34.000Z,52.8053,-67.0591,0.0,MwN,2.38,"Blast, 3 km NNE of Fermont, QC/Dynamitage, 3 km NNE de Fermont, QC"
20260511.1949001,2026-05-11T19:49:06.000Z,53.8583,-132.2304,16.91,ML,2.33,"18 km SSW of Masset, BC/18 km SSO de Masset, BC"
20260511.2254001,2026-05-11T22:54:16.000Z,51.059,-93.7669,1.0,MwN,2.1,"Blast, 2 km W of Golden, ON/Dynamitage, 2 km O de Golden, ON"
20260511.2303001,2026-05-11T23:03:14.000Z,48.9759,-124.1588,23.96,ML1,0.81,"26 km SW of Nanaimo, BC/26 km SO de Nanaimo, BC"
20260511.2305001,2026-05-11T23:05:40.000Z,50.3138,-127.4623,5.0,ML1,0.71,"13 km S of Port Alice, BC/13 km S de Port Alice, BC"
20260511.2314001,2026-05-11T23:14:03.000Z,59.5404,-136.0799,5.0,ML,2.24,"119 km SSW of Mt. Lorne, YT/119 km SSO de Mt. Lorne, YT"
20260511.2325001,2026-05-11T23:25:18.000Z,53.8571,-132.2445,18.56,ML,1.59,"18 km SSW of Masset, BC/18 km SSO de Masset, BC"
20260511.2332001,2026-05-11T23:32:25.000Z,59.6832,-136.1486,5.0,ML,3.11,"127 km SSW of Whitehorse, YT/127 km SSO de Whitehorse, YT"
20260512.0318001,2026-05-12T03:18:45.000Z,67.1428,-136.1462,5.0,ML,2.39,"63 km WSW of Fort McPherson, NT/63 km OSO de Fort McPherson, NT"
20260512.0609002,2026-05-12T06:09:00.000Z,47.4286,-70.1589,10.44,MwN,0.95,"11 km NW of La Pocatière, QC/11 km NO de La Pocatière, QC"
20260512.0823001,2026-05-12T08:23:19.000Z,47.5906,-70.2159,6.24,MwN,0.09,"8 km SW of La Malbaie, QC/8 km SO de La Malbaie, QC"
20260512.0940001,2026-05-12T09:40:36.000Z,47.9259,-80.6678,1.0,MwN,2.1,"Blast, 2 km SSE of Young-Davidson Mine, ON/Dynamitage, 2 km SSE de la mine Young-Davidson, ON"
20260512.1536001,2026-05-12T15:36:28.000Z,61.1275,-140.054,1.0,ML,2.47,"62 km WSW of Burwash Landing, YT/62 km OSO de Burwash Landing, YT"
20260512.1611001,2026-05-12T16:11:21.000Z,52.7784,-67.3687,0.0,MwN,2.16,"Blast, 19 km W of Fermont, QC/Dynamitage, 19 km O de Fermont, QC"
20260512.1705001,2026-05-12T17:05:29.000Z,57.7344,-138.0264,10.0,ML,3.07,"222 km WSW of Juneau, AK/222 km OSO de Juneau, AK"
20260512.1810001,2026-05-12T18:10:55.000Z,47.5476,-92.7018,0.0,MwN,2.01,"Blast, 13 km WNW of Virginia, MN/Dynamitage, 13 km ONO de Virginia, MN"
20260512.1816001,2026-05-12T18:16:43.000Z,49.7831,-86.8588,1.0,MwN,2.2,"Blast, 10 km NE of Geraldton, ON/Dynamitage, 10 km NE de Geraldton, ON"
20260512.1842001,2026-05-12T18:42:39.000Z,43.9367,-69.4058,2.0,MwN,1.42,"67 km ESE of Lewiston, ME/67 km ESE de Lewiston, ME"
20260512.2035004,2026-05-12T20:35:23.000Z,53.4576,-131.7587,9.82,ML,3.95,"26 km NE of Skidegate 1, BC, felt/26 km NE de Skidegate 1, BC, ressenti"
20260512.2245001,2026-05-12T22:45:38.000Z,47.5335,-70.3261,13.4,MwN,0.17,"6 km N of Les Éboulements, QC/6 km N de Les Éboulements, QC"
20260513.0253001,2026-05-13T02:53:54.000Z,58.4764,-137.1566,1.0,ML,2.27,"160 km W of Juneau, AK/160 km O de Juneau, AK"
20260513.0306001,2026-05-13T03:06:28.000Z,58.464,-137.1775,5.0,ML,3.0,"162 km W of Juneau, AK/162 km O de Juneau, AK"
20260513.1000001,2026-05-13T10:00:02.000Z,66.6017,-135.8725,5.0,ML,2.48,"102 km SSW of Fort McPherson, NT/102 km SSO de Fort McPherson, NT"
20260513.1045001,2026-05-13T10:45:56.000Z,53.2571,-133.0766,20.91,ML,3.51,"66 km W of Daajing Giids, BC/66 km O de Daajing Giids, BC"
20260513.1617001,2026-05-13T16:17:10.000Z,50.2199,-130.2265,10.0,Mw',3.25,"201 km WSW of Port Hardy, BC/201 km OSO de Port Hardy, BC"
20260513.1845001,2026-05-13T18:45:20.000Z,65.5899,-135.5172,5.0,ML,3.09,"207 km S of Fort McPherson, NT/207 km S de Fort McPherson, NT"
20260514.0027001,2026-05-14T00:27:18.000Z,42.8259,-77.5216,5.0,MwN,2.17,"39 km SSE of Rochester, NY/39 km SSE de Rochester, NY"
20260514.0139001,2026-05-14T01:39:03.000Z,47.5577,-122.0703,16.94,ML,1.72,"20 km E of Seattle, WA/20 km E de Seattle, WA"
20260514.0314001,2026-05-14T03:14:01.000Z,45.8774,-80.8024,2.0,MwN,2.09,"22 km WNW of Britt part A, ON/22 km ONO de Britt part A, ON"
20260514.0333001,2026-05-14T03:33:31.000Z,60.5747,-139.9225,5.0,ML,1.94,"100 km SSW of Burwash Landing, YT/100 km SSO de Burwash Landing, YT"
20260514.0337001,2026-05-14T03:37:58.000Z,45.8764,-80.7981,2.0,MwN,1.83,"22 km WNW of Britt part A, ON/22 km ONO de Britt part A, ON"
20260514.0350001,2026-05-14T03:50:23.000Z,60.5173,-139.9588,5.0,ML,2.54,"136 km W of Haines Junction, YT/136 km O de Haines Junction, YT"
20260514.0353001,2026-05-14T03:53:47.000Z,45.8778,-80.7885,2.0,MwN,1.99,"21 km WNW of Britt part A, ON/21 km ONO de Britt part A, ON"
20260514.0406001,2026-05-14T04:06:26.000Z,60.5285,-139.922,5.0,ML,1.95,"134 km W of Haines Junction, YT/134 km O de Haines Junction, YT"
20260514.0918001,2026-05-14T09:18:42.000Z,50.4743,-129.1487,10.0,Mw',2.98,"83 km WSW of Holberg, BC/83 km OSO de Holberg, BC"
20260514.0919001,2026-05-14T09:19:07.000Z,50.4686,-129.1571,10.0,Mw',3.75,"84 km WSW of Holberg, BC/84 km OSO de Holberg, BC"
20260514.0937001,2026-05-14T09:37:00.000Z,48.6389,-128.6645,10.0,Mw',2.92,"247 km SSW of Port Hardy, BC/247 km SSO de Port Hardy, BC"
20260514.1101001,2026-05-14T11:01:31.000Z,60.4698,-141.6332,5.0,ML,1.97,"227 km W of Haines Junction, YT/227 km O de Haines Junction, YT"
20260514.1221001,2026-05-14T12:21:14.000Z,60.2244,-141.3121,5.0,ML,2.08,"216 km WSW of Haines Junction, YT/216 km OSO de Haines Junction, YT"
20260514.1738001,2026-05-14T17:38:37.000Z,48.7772,-128.9854,10.0,Mw',3.17,"241 km SSW of Port Hardy, BC/241 km SSO de Port Hardy, BC"
20260514.1843001,2026-05-14T18:43:16.000Z,47.4906,-70.0731,11.42,MwN,0.72,"14 km NNW of La Pocatière, QC/14 km NNO de La Pocatière, QC"
20260514.1928001,2026-05-14T19:28:23.000Z,47.5594,-70.2681,9.64,MwN,0.55,"13 km SW of La Malbaie, QC/13 km SO de La Malbaie, QC"
20260514.2051001,2026-05-14T20:51:42.000Z,45.6703,-74.1673,0.0,MwN,1.38,"Blast, 7 km WNW of Mirabel, QC/Dynamitage, 7 km ONO de Mirabel, QC"
20260515.0151001,2026-05-15T01:51:56.000Z,49.7373,-127.8608,21.11,ML,1.33,"48 km SW of Houpsitas 6, BC/48 km SO de Houpsitas 6, BC"
20260515.0153001,2026-05-15T01:53:56.000Z,49.7234,-127.8854,14.87,ML,1.41,"50 km SW of Houpsitas 6, BC/50 km SO de Houpsitas 6, BC"
20260515.0201001,2026-05-15T02:01:35.000Z,50.4143,-129.128,10.0,Mw',2.72,"83 km WSW of Holberg, BC/83 km OSO de Holberg, BC"
20260515.0238001,2026-05-15T02:38:34.000Z,60.5133,-139.7555,5.0,ML,2.39,"125 km WSW of Haines Junction, YT/125 km OSO de Haines Junction, YT"
